ElapsedTime_s,Height_km,Latitude_deg,LongitudeE_deg,TotalRadius_km,LatitudeRadius_km,Gravity_ms2,Temperature_K,Pressure_Pa,Density_kgm3,PressureScaleHeight_km,DensityScaleHeight_km,SpeedOfSound_ms,PressureAtSurface_Pa,SigmaLevel,PressureAltitude_km,ReferenceTemperature_K,ReferencePressure_Pa,ReferenceDensity_kgm3,ProfileWeight,LowDensity_kgm3,HighDensity_kgm3,PerturbedDensity_kgm3,DensityPerturbation_pct,DensityStandardDeviation_pct,PerturbedSpeedOfSound_ms,RelativeStepSize,DensityDeviation_pct,LowDensityDeviation_pct,HighDensityDeviation_pct,PerturbedDensityDeviation_pct,EWWind_ms,NSWind_ms,EWWindPerturbation_ms,NSWindPerturbation_ms,PerturbedEWWind_ms,PerturbedNSWind_ms,EWStandardDeviation_ms,NSStandardDeviation_ms,LongitudeOfTheSun,SubsolarLatitude_deg,SubsolarLongitudeE_deg,LocalSolarTime_hr,SolarZenithAngle_deg,OneWayLightTime_min,OrbitalRadius_AU,SecondsPerSol,TotalNumberDensity_m3,SpecificGasConstant_JkgK,SpecificHeatRatio,AverageMolecularWeight,CompressibilityFactor,CO2nd_m3,CO2mass_pct,CO2mole_pct,CO2amw,COnd_m3,COmass_pct,COmole_pct,COamw,N2nd_m3,N2mass_pct,N2mole_pct,N2amw,Hend_m3,Hemass_pct,Hemole_pct,Heamw,Hnd_m3,Hmass_pct,Hmole_pct,Hamw,Nnd_m3,Nmass_pct,Nmole_pct,Namw,Ond_m3,Omass_pct,Omole_pct,Oamw,HeightAboveSurface_km,SurfaceHeight_km
10.0,500.000,25.00,25.00,6551.800,6051.800,7.568,243.9,1.077e-09,7.751e-16,183.531,119.633,1521.5,9.209e+06,0.000,6732.876,230.0,1.339e-09,9.562e-16,0.0,6.740e-16,8.914e-16,8.234e-16,6.2,14.02,1476.2,0.04,-18.9,-29.5,-6.8,-13.9,233.1,14.6,-19.9,-2.2,213.1,12.5,25.0,12.5,262.53,-2.62,303.41,6.56,83.51,5.86,0.72,10087200.0,3.1973e+11,5.695e+03,1.667e+00,1.460,1.0000,1.0000e-09,0.00,0.00,44.00,4.3010e-03,0.00,0.00,28.00,3.2420e-03,0.00,0.00,28.00,4.8110e+10,41.23,15.05,4.00,2.7162e+11,58.77,84.95,1.01,4.4916e+04,0.00,0.00,14.00,3.0698e+05,0.00,0.00,16.00,500.458,-0.458
20.0,500.000,25.00,50.00,6551.800,6051.800,7.568,180.5,4.448e-09,3.119e-15,188.438,169.482,1541.7,9.209e+06,0.000,6645.586,230.0,1.339e-09,9.562e-16,0.0,2.712e-15,3.587e-15,3.168e-15,1.6,14.02,1529.7,39.19,226.2,183.6,275.1,231.3,225.8,-28.6,-39.9,-7.7,185.8,-36.3,25.0,12.5,262.53,-2.62,303.41,4.89,106.13,5.86,0.72,10087200.0,1.7848e+12,7.901e+03,1.667e+00,1.052,1.0000,1.0000e-09,0.00,0.00,44.00,1.3068e-09,0.00,0.00,28.00,1.1870e-09,0.00,0.00,28.00,2.5272e+10,5.38,1.42,4.00,1.7596e+12,94.62,98.58,1.01,2.2507e+01,0.00,0.00,14.00,6.8094e+01,0.00,0.00,16.00,500.323,-0.323
30.0,500.000,25.00,75.00,6551.800,6051.800,7.568,134.9,7.556e-09,6.824e-15,146.315,144.938,1358.5,9.209e+06,0.000,5082.486,230.0,1.339e-09,9.562e-16,0.0,5.934e-15,7.848e-15,6.629e-15,-2.9,14.02,1378.4,39.19,613.6,520.6,720.7,593.2,176.2,-66.5,-27.9,-6.0,148.3,-72.5,25.0,12.5,262.53,-2.62,303.41,3.23,128.34,5.86,0.72,10087200.0,4.0556e+12,8.205e+03,1.667e+00,1.013,1.0000,1.0000e-09,0.00,0.00,44.00,1.0000e-09,0.00,0.00,28.00,1.0000e-09,0.00,0.00,28.00,4.4765e+09,0.44,0.11,4.00,4.0511e+12,99.56,99.89,1.01,4.4458e-03,0.00,0.00,14.00,4.6946e-03,0.00,0.00,16.00,501.167,-1.167
40.0,500.000,50.00,25.00,6551.800,6051.800,7.568,237.2,1.196e-09,8.570e-16,184.420,121.326,1525.2,9.209e+06,0.000,6746.062,230.0,1.339e-09,9.562e-16,0.0,7.452e-16,9.856e-16,9.046e-16,5.5,14.02,1484.5,98.78,-10.4,-22.1,3.1,-5.4,212.1,26.6,-6.9,2.6,205.2,29.2,25.0,12.5,262.53,-2.62,303.41,6.56,86.62,5.86,0.72,10087200.0,3.6520e+11,5.883e+03,1.667e+00,1.413,1.0000,1.0000e-09,0.00,0.00,44.00,1.3234e-03,0.00,0.00,28.00,1.0027e-03,0.00,0.00,28.00,4.9248e+10,38.17,13.49,4.00,3.1596e+11,61.83,86.51,1.01,2.4271e+04,0.00,0.00,14.00,1.5804e+05,0.00,0.00,16.00,498.664,1.336
50.0,500.000,50.00,50.00,6551.800,6051.800,7.568,191.3,3.433e-09,2.333e-15,194.430,165.327,1566.0,9.209e+06,0.000,6907.195,230.0,1.339e-09,9.562e-16,0.0,2.029e-15,2.683e-15,2.757e-15,18.2,14.02,1440.7,27.80,144.0,112.2,180.6,188.3,205.5,-51.8,-5.9,2.8,199.6,-49.1,25.0,12.5,262.53,-2.62,303.41,4.89,102.61,5.86,0.72,10087200.0,1.3000e+12,7.692e+03,1.667e+00,1.081,1.0000,1.0000e-09,0.00,0.00,44.00,2.8328e-08,0.00,0.00,28.00,2.4762e-08,0.00,0.00,28.00,3.0848e+10,8.78,2.37,4.00,1.2691e+12,91.22,97.63,1.01,1.0573e+02,0.00,0.00,14.00,3.8292e+02,0.00,0.00,16.00,499.401,0.599
60.0,500.000,50.00,75.00,6551.800,6051.800,7.568,145.7,9.423e-09,7.905e-15,157.514,154.725,1409.5,9.209e+06,0.000,5436.746,230.0,1.339e-09,9.562e-16,0.0,6.874e-15,9.091e-15,9.211e-15,16.5,14.02,1305.8,27.80,726.7,618.9,850.7,863.2,160.4,-120.5,-5.3,-1.5,155.0,-122.1,25.0,12.5,262.53,-2.62,303.41,3.23,117.47,5.86,0.72,10087200.0,4.6841e+12,8.181e+03,1.667e+00,1.016,1.0000,1.0000e-09,0.00,0.00,44.00,1.0000e-09,0.00,0.00,28.00,1.0000e-09,0.00,0.00,28.00,9.8690e+09,0.83,0.21,4.00,4.6742e+12,99.17,99.79,1.01,5.4349e-02,0.00,0.00,14.00,7.9354e-02,0.00,0.00,16.00,500.311,-0.311
70.0,500.000,75.00,25.00,6551.800,6051.800,7.568,228.9,1.374e-09,9.759e-16,186.089,124.660,1532.0,9.209e+06,0.000,6781.266,230.0,1.339e-09,9.562e-16,0.0,8.487e-16,1.122e-15,1.026e-15,5.1,14.02,1494.1,65.59,2.1,-11.2,17.4,7.3,121.4,33.5,-9.5,-6.5,111.9,27.0,25.0,12.5,262.53,-2.62,303.41,6.56,90.36,5.86,0.72,10087200.0,4.3492e+11,6.153e+03,1.667e+00,1.351,1.0000,1.0000e-09,0.00,0.00,44.00,2.7515e-04,0.00,0.00,28.00,2.1048e-04,0.00,0.00,28.00,4.9652e+10,33.79,11.42,4.00,3.8527e+11,66.21,88.58,1.01,1.0747e+04,0.00,0.00,14.00,6.5291e+04,0.00,0.00,16.00,498.326,1.674
80.0,500.000,75.00,50.00,6551.800,6051.800,7.568,209.2,2.212e-09,1.484e-15,197.010,148.773,1576.4,9.209e+06,0.000,7085.480,230.0,1.339e-09,9.562e-16,0.0,1.290e-15,1.706e-15,1.657e-15,11.7,14.02,1491.7,11.20,55.2,34.9,78.4,73.3,117.6,-65.4,-14.6,0.2,103.0,-65.2,25.0,12.5,262.53,-2.62,303.41,4.89,96.77,5.86,0.72,10087200.0,7.6586e+11,7.126e+03,1.667e+00,1.167,1.0000,1.0000e-09,0.00,0.00,44.00,2.9051e-06,0.00,0.00,28.00,2.3830e-06,0.00,0.00,28.00,4.0138e+10,17.97,5.24,4.00,7.2573e+11,82.03,94.76,1.01,1.0866e+03,0.00,0.00,14.00,5.1280e+03,0.00,0.00,16.00,499.288,0.712
90.0,500.000,75.00,75.00,6551.800,6051.800,7.568,191.8,3.395e-09,2.305e-15,194.625,165.039,1566.8,9.209e+06,0.000,6916.329,230.0,1.339e-09,9.562e-16,0.0,2.004e-15,2.651e-15,2.504e-15,8.6,14.02,1503.3,11.21,141.0,109.6,177.2,161.8,91.8,-151.9,-24.8,1.2,67.0,-150.8,25.0,12.5,262.53,-2.62,303.41,3.23,102.46,5.86,0.72,10087200.0,1.2823e+12,7.681e+03,1.667e+00,1.082,1.0000,1.0000e-09,0.00,0.00,44.00,3.2179e-08,0.00,0.00,28.00,2.8083e-08,0.00,0.00,28.00,3.1092e+10,8.96,2.42,4.00,1.2512e+12,91.04,97.58,1.01,1.1273e+02,0.00,0.00,14.00,4.1131e+02,0.00,0.00,16.00,500.694,-0.694
100.0,450.000,25.00,25.00,6501.800,6051.800,7.685,243.9,1.449e-09,1.229e-15,153.487,99.249,1402.1,9.209e+06,0.000,5585.046,230.0,1.797e-09,1.502e-15,0.0,1.069e-15,1.413e-15,1.040e-15,-15.3,14.02,1523.8,241.82,-18.2,-28.8,-5.9,-30.7,233.1,14.7,11.9,11.7,245.0,26.4,25.0,12.5,262.53,-2.62,303.41,6.56,83.50,5.86,0.72,10087200.0,4.3046e+11,4.836e+03,1.667e+00,1.719,1.0000,1.2527e-08,0.00,0.00,44.00,8.3300e-01,0.00,0.00,28.00,6.2789e-01,0.00,0.00,28.00,1.0207e+11,55.17,23.71,4.00,3.2839e+11,44.82,76.29,1.01,6.2510e+05,0.00,0.00,14.00,6.2230e+06,0.01,0.00,16.00,450.458,-0.458
110.0,450.000,25.00,50.00,6501.800,6051.800,7.685,180.5,5.840e-09,4.277e-15,177.686,146.558,1508.6,9.209e+06,0.000,6217.997,230.0,1.797e-09,1.502e-15,0.0,3.719e-15,4.919e-15,3.108e-15,-27.3,14.02,1769.7,45.03,184.8,147.7,227.5,107.0,225.8,-28.6,18.1,4.8,243.9,-23.8,25.0,12.5,262.53,-2.62,303.41,4.89,106.13,5.86,0.72,10087200.0,2.3435e+12,7.565e+03,1.667e+00,1.099,1.0000,1.0000e-09,0.00,0.00,44.00,1.6103e-06,0.00,0.00,28.00,1.4626e-06,0.00,0.00,28.00,6.9836e+10,10.85,2.98,4.00,2.2737e+12,89.15,97.02,1.01,7.9008e+02,0.00,0.00,14.00,3.9738e+03,0.00,0.00,16.00,450.323,-0.323
120.0,450.000,25.00,75.00,6501.800,6051.800,7.685,134.9,1.067e-08,9.693e-15,143.272,139.662,1354.6,9.209e+06,0.000,4927.322,230.0,1.797e-09,1.502e-15,0.0,8.429e-15,1.115e-14,8.216e-15,-15.2,14.02,1471.3,45.03,545.5,461.3,642.3,447.1,176.2,-66.5,10.0,6.7,186.2,-59.8,25.0,12.5,262.53,-2.62,303.41,3.23,128.33,5.86,0.72,10087200.0,5.7279e+12,8.159e+03,1.667e+00,1.019,1.0000,1.0000e-09,0.00,0.00,44.00,1.0000e-09,0.00,0.00,28.00,1.0000e-09,0.00,0.00,28.00,1.7433e+10,1.19,0.30,4.00,5.7105e+12,98.81,99.70,1.01,5.1805e-01,0.00,0.00,14.00,1.0795e+00,0.00,0.00,16.00,451.167,-1.167
130.0,450.000,50.00,25.00,6501.800,6051.800,7.685,237.2,1.607e-09,1.353e-15,154.593,99.703,1407.1,9.209e+06,0.000,5609.320,230.0,1.797e-09,1.502e-15,0.0,1.177e-15,1.556e-15,1.186e-15,-12.4,14.02,1503.1,113.51,-9.9,-21.7,3.6,-21.0,212.1,26.6,1.7,10.5,213.8,37.1,25.0,12.5,262.53,-2.62,303.41,6.56,86.62,5.86,0.72,10087200.0,4.9076e+11,5.008e+03,1.667e+00,1.660,1.0000,2.5856e-09,0.00,0.00,44.00,2.9707e-01,0.00,0.00,28.00,2.2508e-01,0.00,0.00,28.00,1.0671e+11,52.39,21.74,4.00,3.8404e+11,47.61,78.26,1.01,3.6364e+05,0.00,0.00,14.00,3.4856e+06,0.01,0.00,16.00,448.664,1.336
140.0,450.000,50.00,50.00,6501.800,6051.800,7.685,191.3,4.482e-09,3.246e-15,179.700,137.974,1517.1,9.209e+06,0.000,6336.017,230.0,1.797e-09,1.502e-15,0.0,2.822e-15,3.733e-15,3.027e-15,-6.8,14.02,1571.0,31.95,116.1,87.9,148.6,101.5,205.5,-51.8,0.3,9.7,205.8,-42.1,25.0,12.5,262.53,-2.62,303.41,4.89,102.61,5.86,0.72,10087200.0,1.6970e+12,7.219e+03,1.667e+00,1.152,1.0000,1.0000e-09,0.00,0.00,44.00,2.3339e-05,0.00,0.00,28.00,2.0401e-05,0.00,0.00,28.00,8.0485e+10,16.47,4.74,4.00,1.6165e+12,83.53,95.26,1.01,3.0347e+03,0.00,0.00,14.00,1.7754e+04,0.00,0.00,16.00,449.401,0.599
150.0,450.000,50.00,75.00,6501.800,6051.800,7.685,145.7,1.299e-08,1.100e-14,153.644,147.023,1402.8,9.209e+06,0.000,5253.830,230.0,1.797e-09,1.502e-15,0.0,9.567e-15,1.265e-14,1.215e-14,10.5,14.02,1334.7,31.95,632.6,537.1,742.5,709.3,160.4,-120.5,2.7,16.1,163.1,-104.4,25.0,12.5,262.54,-2.62,303.42,3.23,117.46,5.86,0.72,10087200.0,6.4572e+12,8.103e+03,1.667e+00,1.026,1.0000,1.0000e-09,0.00,0.00,44.00,1.0000e-09,0.00,0.00,28.00,1.0000e-09,0.00,0.00,28.00,3.4761e+10,2.10,0.54,4.00,6.4225e+12,97.90,99.46,1.01,4.4592e+00,0.00,0.00,14.00,1.2220e+01,0.00,0.00,16.00,450.311,-0.311
160.0,450.000,75.00,25.00,6501.800,6051.800,7.685,228.9,1.840e-09,1.526e-15,156.913,101.199,1417.6,9.209e+06,0.000,5672.255,230.0,1.797e-09,1.502e-15,0.0,1.327e-15,1.755e-15,1.534e-15,0.5,14.02,1414.1,75.37,1.6,-11.6,16.9,2.1,121.4,33.5,23.5,11.4,144.9,44.9,25.0,12.5,262.54,-2.62,303.42,6.56,90.36,5.86,0.72,10087200.0,5.8230e+11,5.268e+03,1.667e+00,1.578,1.0000,1.0000e-09,0.00,0.00,44.00,7.5195e-02,0.00,0.00,28.00,5.7521e-02,0.00,0.00,28.00,1.1066e+11,48.16,19.00,4.00,4.7164e+11,51.83,81.00,1.01,1.7767e+05,0.00,0.00,14.00,1.6114e+06,0.00,0.00,16.00,448.326,1.674
170.0,450.000,75.00,50.00,6501.800,6051.800,7.685,209.2,2.894e-09,2.159e-15,174.410,119.518,1494.6,9.209e+06,0.000,6225.793,230.0,1.797e-09,1.502e-15,0.0,1.878e-15,2.483e-15,2.189e-15,1.4,14.02,1484.5,12.87,43.8,25.0,65.4,45.8,117.6,-65.3,19.3,5.8,136.9,-59.5,25.0,12.5,262.54,-2.62,303.42,4.89,96.77,5.86,0.72,10087200.0,1.0020e+12,6.406e+03,1.667e+00,1.298,1.0000,1.0000e-09,0.00,0.00,44.00,1.3457e-03,0.00,0.00,28.00,1.1039e-03,0.00,0.00,28.00,9.6464e+10,29.67,9.63,4.00,9.0550e+11,70.33,90.37,1.01,2.3386e+04,0.00,0.00,14.00,1.7110e+05,0.00,0.00,16.00,449.288,0.712
180.0,450.000,75.00,75.00,6501.800,6051.800,7.685,191.8,4.432e-09,3.209e-15,179.704,137.543,1517.1,9.209e+06,0.000,6338.216,230.0,1.797e-09,1.502e-15,0.0,2.791e-15,3.690e-15,3.265e-15,1.7,14.02,1504.1,12.88,113.7,85.8,145.7,117.4,91.8,-151.9,25.6,2.6,117.4,-149.3,25.0,12.5,262.54,-2.62,303.42,3.23,102.46,5.86,0.72,10087200.0,1.6738e+12,7.201e+03,1.667e+00,1.155,1.0000,1.0000e-09,0.00,0.00,44.00,2.6056e-05,0.00,0.00,28.00,2.2739e-05,0.00,0.00,28.00,8.0928e+10,16.75,4.83,4.00,1.5929e+12,83.25,95.17,1.01,3.2077e+03,0.00,0.00,14.00,1.8883e+04,0.00,0.00,16.00,450.694,-0.694
190.0,400.000,25.00,25.00,6451.800,6051.800,7.804,243.9,2.079e-09,2.127e-15,125.263,84.376,1276.4,9.209e+06,0.000,4512.864,230.0,2.565e-09,2.599e-15,0.0,1.849e-15,2.446e-15,1.846e-15,-13.2,14.02,1369.9,285.44,-18.2,-28.8,-5.9,-29.0,233.1,14.7,2.8,-2.7,235.8,11.9,25.0,12.5,262.54,-2.62,303.42,6.56,83.50,5.86,0.72,10087200.0,6.1739e+11,4.008e+03,1.667e+00,2.074,1.0000,5.5888e-05,0.00,0.00,44.00,1.7500e+02,0.00,0.00,28.00,1.3191e+02,0.00,0.00,28.00,2.1907e+11,68.42,35.48,4.00,3.9818e+11,31.40,64.49,1.01,9.0606e+06,0.01,0.00,14.00,1.3216e+08,0.17,0.02,16.00,400.458,-0.458
200.0,400.000,25.00,50.00,6451.800,6051.800,7.804,180.5,7.840e-09,6.249e-15,160.753,117.985,1446.0,9.209e+06,0.000,5578.086,230.0,2.565e-09,2.599e-15,0.0,5.434e-15,7.186e-15,5.317e-15,-14.9,14.02,1567.6,53.07,140.5,109.1,176.5,104.6,225.8,-28.6,16.5,-7.1,242.3,-35.6,25.0,12.5,262.54,-2.62,303.42,4.89,106.13,5.86,0.72,10087200.0,3.1457e+12,6.950e+03,1.667e+00,1.196,1.0000,1.0000e-09,0.00,0.00,44.00,2.2140e-03,0.00,0.00,28.00,2.0108e-03,0.00,0.00,28.00,1.9603e+11,20.84,6.23,4.00,2.9497e+12,79.16,93.77,1.01,2.9296e+04,0.00,0.00,14.00,2.4688e+05,0.00,0.00,16.00,400.323,-0.323
210.0,400.000,25.00,75.00,6451.800,6051.800,7.804,135.0,1.521e-08,1.403e-14,138.858,129.833,1343.9,9.209e+06,0.000,4726.343,230.0,2.565e-09,2.599e-15,0.0,1.220e-14,1.614e-14,1.157e-14,-17.6,14.02,1480.3,53.06,440.0,369.6,521.0,345.1,176.2,-66.5,32.2,6.9,208.4,-59.6,25.0,12.5,262.54,-2.62,303.42,3.23,128.33,5.86,0.72,10087200.0,8.1617e+12,8.030e+03,1.667e+00,1.035,1.0000,1.0000e-09,0.00,0.00,44.00,1.0414e-08,0.00,0.00,28.00,1.2431e-08,0.00,0.00,28.00,6.9333e+10,3.28,0.85,4.00,8.0924e+12,96.72,99.15,1.01,6.4978e+01,0.00,0.00,14.00,2.7002e+02,0.00,0.00,16.00,401.167,-1.167
220.0,400.000,50.00,25.00,6451.800,6051.800,7.804,237.2,2.300e-09,2.342e-15,125.860,84.063,1279.5,9.209e+06,0.000,4521.656,230.0,2.565e-09,2.599e-15,0.0,2.036e-15,2.693e-15,2.101e-15,-10.3,14.02,1350.8,133.75,-9.9,-21.6,3.6,-19.1,212.1,26.6,6.7,-10.3,218.8,16.3,25.0,12.5,262.54,-2.62,303.42,6.56,86.62,5.86,0.72,10087200.0,7.0231e+11,4.140e+03,1.667e+00,2.008,1.0000,1.4599e-05,0.00,0.00,44.00,7.2502e+01,0.00,0.00,28.00,5.4934e+01,0.00,0.00,28.00,2.3401e+11,66.37,33.32,4.00,4.6821e+11,33.53,66.67,1.01,5.6811e+06,0.01,0.00,14.00,8.0641e+07,0.09,0.01,16.00,398.664,1.336
230.0,400.000,50.00,50.00,6451.800,6051.800,7.804,191.3,6.022e-09,4.882e-15,158.055,108.787,1433.8,9.209e+06,0.000,5526.170,230.0,2.565e-09,2.599e-15,0.0,4.245e-15,5.614e-15,4.551e-15,-6.8,14.02,1484.9,37.65,87.9,63.4,116.0,75.1,205.5,-51.8,-2.2,-18.9,203.3,-70.7,25.0,12.5,262.54,-2.62,303.42,4.89,102.61,5.86,0.72,10087200.0,2.2798e+12,6.448e+03,1.667e+00,1.290,1.0000,1.0000e-09,0.00,0.00,44.00,2.1327e-02,0.00,0.00,28.00,1.8642e-02,0.00,0.00,28.00,2.1313e+11,29.00,9.35,4.00,2.0667e+12,71.00,90.65,1.01,9.1738e+04,0.00,0.00,14.00,8.7341e+05,0.00,0.00,16.00,399.401,0.599
240.0,400.000,50.00,75.00,6451.800,6051.800,7.804,145.7,1.809e-08,1.570e-14,147.639,133.051,1385.8,9.209e+06,0.000,4999.589,230.0,2.565e-09,2.599e-15,0.0,1.365e-14,1.806e-14,1.157e-14,-26.3,14.02,1614.2,37.65,504.2,425.4,594.9,345.3,160.4,-120.5,3.6,-13.3,164.0,-133.8,25.0,12.5,262.54,-2.62,303.42,3.23,117.46,5.86,0.72,10087200.0,8.9928e+12,7.907e+03,1.667e+00,1.052,1.0000,1.0000e-09,0.00,0.00,44.00,4.1893e-07,0.00,0.00,28.00,4.3050e-07,0.00,0.00,28.00,1.2484e+11,5.28,1.39,4.00,8.8680e+12,94.72,98.61,1.01,3.9161e+02,0.00,0.00,14.00,2.0338e+03,0.00,0.00,16.00,400.311,-0.311
250.0,400.000,75.00,25.00,6451.800,6051.800,7.804,228.9,2.620e-09,2.631e-15,127.573,84.124,1288.2,9.209e+06,0.000,4566.584,230.0,2.565e-09,2.599e-15,0.0,2.288e-15,3.026e-15,2.276e-15,-13.5,14.02,1385.0,88.81,1.3,-12.0,16.4,-12.4,121.4,33.5,29.9,-0.2,151.3,33.3,25.0,12.5,262.54,-2.62,303.42,6.56,90.36,5.86,0.72,10087200.0,8.2895e+11,4.350e+03,1.667e+00,1.912,1.0000,2.3760e-06,0.00,0.00,44.00,2.2414e+01,0.00,0.00,28.00,1.7145e+01,0.00,0.00,28.00,2.4972e+11,63.04,30.12,4.00,5.7919e+11,36.92,69.87,1.01,3.0675e+06,0.00,0.00,14.00,4.1793e+07,0.04,0.01,16.00,398.326,1.674
260.0,400.000,75.00,50.00,6451.800,6051.800,7.804,209.2,3.953e-09,3.462e-15,146.310,94.654,1379.5,9.209e+06,0.000,5177.111,230.0,2.565e-09,2.599e-15,0.0,3.011e-15,3.982e-15,3.002e-15,-13.3,14.02,1481.5,15.17,33.2,15.9,53.2,15.5,117.6,-65.3,20.2,8.4,137.8,-57.0,25.0,12.5,262.54,-2.62,303.42,4.89,96.77,5.86,0.72,10087200.0,1.3687e+12,5.458e+03,1.667e+00,1.523,1.0000,7.3560e-09,0.00,0.00,44.00,6.8550e-01,0.00,0.00,28.00,5.6230e-01,0.00,0.00,28.00,2.3500e+11,45.08,17.17,4.00,1.1337e+12,54.91,82.83,1.01,5.2782e+05,0.00,0.00,14.00,6.0275e+06,0.00,0.00,16.00,399.288,0.712
270.0,400.000,75.00,75.00,6451.800,6051.800,7.804,191.8,5.955e-09,4.834e-15,157.862,108.395,1432.9,9.209e+06,0.000,5521.180,230.0,2.565e-09,2.599e-15,0.0,4.204e-15,5.559e-15,3.892e-15,-19.5,14.02,1596.9,15.18,86.0,61.8,113.9,49.8,91.8,-151.9,17.4,10.8,109.1,-141.2,25.0,12.5,262.54,-2.62,303.42,3.23,102.46,5.86,0.72,10087200.0,2.2494e+12,6.424e+03,1.667e+00,1.294,1.0000,1.0000e-09,0.00,0.00,44.00,2.3402e-02,0.00,0.00,28.00,2.0422e-02,0.00,0.00,28.00,2.1379e+11,29.38,9.50,4.00,2.0356e+12,70.62,90.50,1.01,9.6133e+04,0.00,0.00,14.00,9.1979e+05,0.00,0.00,16.00,400.694,-0.694
280.0,350.000,25.00,25.00,6401.800,6051.800,7.927,243.9,3.243e-09,4.054e-15,100.929,70.390,1154.6,9.209e+06,0.000,3591.310,230.0,3.992e-09,4.969e-15,0.0,3.525e-15,4.662e-15,4.136e-15,2.0,14.02,1143.1,349.18,-18.4,-29.1,-6.2,-16.8,233.0,14.7,-19.2,-3.1,213.9,11.6,25.0,12.5,262.54,-2.62,303.42,6.56,83.50,5.86,0.72,10087200.0,9.6315e+11,3.280e+03,1.666e+00,2.535,1.0000,2.8418e-01,0.00,0.00,44.00,3.9958e+04,0.00,0.00,28.00,3.0118e+04,0.00,0.00,28.00,4.7581e+11,77.96,49.40,4.00,4.8426e+11,20.03,50.28,1.01,1.3691e+08,0.08,0.01,14.00,2.9432e+09,1.93,0.31,16.00,350.458,-0.458
